osm_id,h3level9,lat,lon,name,alt_names,name_en,name_bn,local_admin_name,admin0_name,admin2_name,addr_level,poi_addr_match,poi_class,poi_keywords,country,division,district,thana,union,region_hash
5123977598.0,893cf570cabffff,24.3825464,89.4317878,"Aarong Dairy, Salonga Chilling Center",,"Aarong Dairy Salonga Chilling Center, Ullapara, Sirajganj District, Rajshahi Division, Bangladesh","আড়ং দুগ্ধ সালঙ্গা চিলিং সেন্টার, সিরাজগঞ্জ জেলা, রাজশাহী বিভাগ, বাংলাদেশ",Ullapara,বাংলাদেশ,রাজশাহী বিভাগ,local_admin,boundaries,['marketplace'],[],Bangladesh,Rajshahi,Sirajganj,UllahPara,Ramkrishnapur,39a9913b3e2115aa382a5d978964cf6e
5123977622.0,893cf5701a7ffff,24.3797937,89.412465,খালকুলা বাজার (Khalkula Bazar),,"Khalkula Bazar, Tarash, Sirajganj District, Rajshahi Division, Bangladesh","খালকুলা বাজার, সিরাজগঞ্জ জেলা, রাজশাহী বিভাগ, বাংলাদেশ",Tarash,বাংলাদেশ,রাজশাহী বিভাগ,local_admin,boundaries,['marketplace'],[],Bangladesh,Rajshahi,Sirajganj,Tarash,Naogaon,3f944b56a39bebffff5b45f40b61e7df
4111169889.0,893cf564693ffff,24.3085071,89.644832,Bolorampur Bazar,,"Bolorampur Bazar, Sirajganj District, Rajshahi Division, Bangladesh","বোলোরামপুর বাজার, সিরাজগঞ্জ জেলা, রাজশাহী বিভাগ, বাংলাদেশ",,বাংলাদেশ,রাজশাহী বিভাগ,admin2,boundaries,['supermarket'],[],Bangladesh,Rajshahi,Sirajganj,Kamarkhanda,RoyDaulatpur,f472a2fd53eae9aee46434744507b51f
4111185572.0,893cf5644cfffff,24.3182345,89.6530054,Semanto mosjid,,"Semanto mosjid, Sirajganj District, Rajshahi Division, Bangladesh","সেমান্টো মোসজিড, সিরাজগঞ্জ জেলা, রাজশাহী বিভাগ, বাংলাদেশ",,বাংলাদেশ,রাজশাহী বিভাগ,admin2,boundaries,['place_of_worship_muslim'],[],Bangladesh,Rajshahi,Sirajganj,Kamarkhanda,RoyDaulatpur,f472a2fd53eae9aee46434744507b51f
4111207486.0,893cf5645abffff,24.3295516,89.6863385,Tamai high school,,"Tamai high school, Sirajganj District, Rajshahi Division, Bangladesh","তামাই উচ্চ বিদ্যালয়, সিরাজগঞ্জ জেলা, রাজশাহী বিভাগ, বাংলাদেশ",,বাংলাদেশ,রাজশাহী বিভাগ,admin2,boundaries,['school'],[],Bangladesh,Rajshahi,Sirajganj,Belkuchi,Bhangabari,2afa2715215fb395e3b5783ecc5c7b3f
4111211700.0,893cf564507ffff,24.3287076,89.6855841,Tamai Primary school,,"Tamai Primary school, Sirajganj District, Rajshahi Division, Bangladesh","তামাই প্রাথমিক বিদ্যালয়, সিরাজগঞ্জ জেলা, রাজশাহী বিভাগ, বাংলাদেশ",,বাংলাদেশ,রাজশাহী বিভাগ,admin2,boundaries,['school'],[],Bangladesh,Rajshahi,Sirajganj,Belkuchi,Bhangabari,2afa2715215fb395e3b5783ecc5c7b3f
4111257905.0,893cf564533ffff,24.3274001,89.6891899,Jewel's pharmacy,,"Jewel's pharmacy, Sirajganj District, Rajshahi Division, Bangladesh","রত্নের ফার্মাসি, সিরাজগঞ্জ জেলা, রাজশাহী বিভাগ, বাংলাদেশ",,বাংলাদেশ,রাজশাহী বিভাগ,admin2,boundaries,['pharmacy'],[],Bangladesh,Rajshahi,Sirajganj,Belkuchi,Bhangabari,2afa2715215fb395e3b5783ecc5c7b3f
4111257906.0,893cf564533ffff,24.3274012,89.6889739,Protigga shoping mall,,"Protigga shoping mall, Sirajganj District, Rajshahi Division, Bangladesh","প্রোটিগগা শপিংমল, সিরাজগঞ্জ জেলা, রাজশাহী বিভাগ, বাংলাদেশ",,বাংলাদেশ,রাজশাহী বিভাগ,admin2,boundaries,['mall'],[],Bangladesh,Rajshahi,Sirajganj,Belkuchi,Bhangabari,2afa2715215fb395e3b5783ecc5c7b3f
4111257907.0,893cf564533ffff,24.32767,89.6891535,Tamai Girls high school,,"Tamai Girls high school, Sirajganj District, Rajshahi Division, Bangladesh","তামাই গার্লস হাই স্কুল, সিরাজগঞ্জ জেলা, রাজশাহী বিভাগ, বাংলাদেশ",,বাংলাদেশ,রাজশাহী বিভাগ,admin2,boundaries,['school'],[],Bangladesh,Rajshahi,Sirajganj,Belkuchi,Bhangabari,2afa2715215fb395e3b5783ecc5c7b3f
4111257908.0,893cf564533ffff,24.327402,89.6889739,ট্রাস্ট ব্যাংক,"['ট্রাস্ট ব্যাংক', 'Trast Bank']","Trust Bank, Sirajganj District, Rajshahi Division, Bangladesh","ট্রাস্ট ব্যাংক, সিরাজগঞ্জ জেলা, রাজশাহী বিভাগ, বাংলাদেশ",,বাংলাদেশ,রাজশাহী বিভাগ,admin2,boundaries,['bank'],[],Bangladesh,Rajshahi,Sirajganj,Belkuchi,Bhangabari,2afa2715215fb395e3b5783ecc5c7b3f
4111278125.0,893cf56453bffff,24.3265398,89.6900155,Tamai Aminia HafiziaForkania Madrasha,,"Tamai Aminia HafiziaForkania Madrasha, Sirajganj District, Rajshahi Division, Bangladesh","তামাই আমিনিয়া হাফিজিয়াফোরকানিয়া মাদ্রাশা, সিরাজগঞ্জ জেলা, রাজশাহী বিভাগ, বাংলাদেশ",,বাংলাদেশ,রাজশাহী বিভাগ,admin2,boundaries,['school'],[],Bangladesh,Rajshahi,Sirajganj,Belkuchi,Bhangabari,2afa2715215fb395e3b5783ecc5c7b3f
4111278126.0,893cf56453bffff,24.3268613,89.6901098,Tamai Bazar,,"Tamai Bazar, Sirajganj District, Rajshahi Division, Bangladesh","তামাই বাজার, সিরাজগঞ্জ জেলা, রাজশাহী বিভাগ, বাংলাদেশ",,বাংলাদেশ,রাজশাহী বিভাগ,admin2,boundaries,['marketplace'],[],Bangladesh,Rajshahi,Sirajganj,Belkuchi,Bhangabari,2afa2715215fb395e3b5783ecc5c7b3f
4111278127.0,893cf564533ffff,24.3285084,89.6886471,Tamai Kandrio Jamel Mosjid,,"Tamai Kandrio Jamel Mosjid, Sirajganj District, Rajshahi Division, Bangladesh","তামাই ক্যান্ডরিও জামেল মোসজিড, সিরাজগঞ্জ জেলা, রাজশাহী বিভাগ, বাংলাদেশ",,বাংলাদেশ,রাজশাহী বিভাগ,admin2,boundaries,['place_of_worship_muslim'],[],Bangladesh,Rajshahi,Sirajganj,Belkuchi,Bhangabari,2afa2715215fb395e3b5783ecc5c7b3f
4146906492.0,893cf5670b3ffff,24.3161328,89.6123144,সলপ,['Solop Rail Station'],"Salp, Ullapara, Sirajganj District, Rajshahi Division, Bangladesh","সলপ, সিরাজগঞ্জ জেলা, রাজশাহী বিভাগ, বাংলাদেশ",Ullapara,বাংলাদেশ,রাজশাহী বিভাগ,local_admin,boundaries,['railway_station'],[],Bangladesh,Rajshahi,Sirajganj,UllahPara,PanchaKrushi,01d975e3548133a3d2de456cff18532b
4319053756.0,893cf5286d7ffff,24.4544544,89.6854105,tenis fild,,"tenis fild, Sirajganj District, Rajshahi Division, Bangladesh","টেনিস ফিল্ড, সিরাজগঞ্জ জেলা, রাজশাহী বিভাগ, বাংলাদেশ",,বাংলাদেশ,রাজশাহী বিভাগ,admin2,boundaries,['playground'],[],Bangladesh,Rajshahi,Sirajganj,SirajganjSadar,SirajganjPaurashava,c2ac43e6a1366cc3da97c656372101dc
4380381791.0,893cf52a27bffff,24.4809591,89.6843934,Spi Playground,,"Spi Playground, Sirajganj District, Rajshahi Division, Bangladesh","এসপিআই খেলার মাঠ, সিরাজগঞ্জ জেলা, রাজশাহী বিভাগ, বাংলাদেশ",,বাংলাদেশ,রাজশাহী বিভাগ,admin2,boundaries,['playground'],[],Bangladesh,Rajshahi,Sirajganj,SirajganjSadar,Khoksabari,ba7340b3ab266c24ed1f2017eb6e9ca5
5539757449.0,893cf570cabffff,24.3825293,89.4321428,দবীরগঞ্জ বাজার,,"Dabirganj Bazar, Ullapara, Sirajganj District, Rajshahi Division, Bangladesh","দবীরগঞ্জ বাজার, সিরাজগঞ্জ জেলা, রাজশাহী বিভাগ, বাংলাদেশ",Ullapara,বাংলাদেশ,রাজশাহী বিভাগ,local_admin,boundaries,['variety_store'],[],Bangladesh,Rajshahi,Sirajganj,UllahPara,Ramkrishnapur,39a9913b3e2115aa382a5d978964cf6e
4755787419.0,893cf5293d7ffff,24.3951667,89.6920283,Koddar Mor,,"Koddar Mor, Sirajganj District, Rajshahi Division, Bangladesh","কোদ্দার মোর, সিরাজগঞ্জ জেলা, রাজশাহী বিভাগ, বাংলাদেশ",,বাংলাদেশ,রাজশাহী বিভাগ,admin2,boundaries,['bus_station'],[],Bangladesh,Rajshahi,Sirajganj,SirajganjSadar,Saidabad,ca43739bc98caa6647b206c8737fd21a
4894742533.0,893cf56434bffff,24.2798684,89.6881084,Kamarpara Bazar,['কামারপাড়া বাজার'],"Kamarpara Bazar, Sirajganj District, Rajshahi Division, Bangladesh","কামারপুর বাজর, সিরাজগঞ্জ জেলা, রাজশাহী বিভাগ, বাংলাদেশ",,বাংলাদেশ,রাজশাহী বিভাগ,admin2,boundaries,['marketplace'],[],Bangladesh,Rajshahi,Sirajganj,Belkuchi,Daulatpur,6310651761cafd1c77d4b1a51d2a1bf0
4894813771.0,893cf565c4bffff,24.2571273,89.6814264,Daulatpur Union Parishad,['দৌলতপুর ইউনিয়ন পরিষদ'],"Daulatpur Union Parishad, Sirajganj District, Rajshahi Division, Bangladesh","দৌলতপুর ইউনিয়ন পরিশাদ, সিরাজগঞ্জ জেলা, রাজশাহী বিভাগ, বাংলাদেশ",,বাংলাদেশ,রাজশাহী বিভাগ,admin2,boundaries,['government'],[],Bangladesh,Rajshahi,Sirajganj,Belkuchi,Daulatpur,6310651761cafd1c77d4b1a51d2a1bf0
5123723209.0,893cf5293d7ffff,24.3948479,89.6920489,,,"Sirajganj District, Rajshahi Division, Bangladesh","সিরাজগঞ্জ জেলা, রাজশাহী বিভাগ, বাংলাদেশ",,বাংলাদেশ,রাজশাহী বিভাগ,admin2,boundaries,['toilets'],[],Bangladesh,Rajshahi,Sirajganj,SirajganjSadar,Saidabad,ca43739bc98caa6647b206c8737fd21a
5123730866.0,893cf5293d7ffff,24.395236,89.692158,Lablu Talukder Hotel লাবলু তালুকদার হোটেল,,"Lablu Talukder Hotel, Sirajganj District, Rajshahi Division, Bangladesh","লাবলু তালুকদার হোটেল, সিরাজগঞ্জ জেলা, রাজশাহী বিভাগ, বাংলাদেশ",,বাংলাদেশ,রাজশাহী বিভাগ,admin2,boundaries,['restaurant'],[],Bangladesh,Rajshahi,Sirajganj,SirajganjSadar,Saidabad,ca43739bc98caa6647b206c8737fd21a
5123984865.0,893cf5700b3ffff,24.3735351,89.3823863,Mohishluti,,"Mohishluti, Tarash, Sirajganj District, Rajshahi Division, Bangladesh","মহীশলুটি, সিরাজগঞ্জ জেলা, রাজশাহী বিভাগ, বাংলাদেশ",Tarash,বাংলাদেশ,রাজশাহী বিভাগ,local_admin,boundaries,['marketplace'],[],Bangladesh,Rajshahi,Sirajganj,Tarash,Naogaon,3f944b56a39bebffff5b45f40b61e7df
5124009401.0,893cf5706b7ffff,24.3667713,89.3619557, -Mannan Nagar Bazar,,"-Mannan Nagar Bazar, Tarash, Sirajganj District, Rajshahi Division, Bangladesh","-মানান নগর বাজার, সিরাজগঞ্জ জেলা, রাজশাহী বিভাগ, বাংলাদেশ",Tarash,বাংলাদেশ,রাজশাহী বিভাগ,local_admin,boundaries,['marketplace'],[],Bangladesh,Rajshahi,Sirajganj,Tarash,MaguraBinod,5145a05373cdff65ce606082916a947c
5234362771.0,893cf5286c7ffff,24.454298,89.6902026,কাজিপুর মোড়,,"Kazipur, Sirajganj District, Rajshahi Division, Bangladesh","কাজিপুর মোড়, সিরাজগঞ্জ জেলা, রাজশাহী বিভাগ, বাংলাদেশ",,বাংলাদেশ,রাজশাহী বিভাগ,street,boundaries,['bus_stop'],[],Bangladesh,Rajshahi,Sirajganj,SirajganjSadar,SirajganjPaurashava,c2ac43e6a1366cc3da97c656372101dc
5234365892.0,893cf52b38bffff,24.4491472,89.6658155,শিয়ালকোল বাজার,,"Sialkol Market, Sirajganj District, Rajshahi Division, Bangladesh","শিয়ালকোল বাজার, সিরাজগঞ্জ জেলা, রাজশাহী বিভাগ, বাংলাদেশ",,বাংলাদেশ,রাজশাহী বিভাগ,admin2,boundaries,['variety_store'],[],Bangladesh,Rajshahi,Sirajganj,SirajganjSadar,Shialkul,e12a4a2e7cd4b17f2d7e0616642c8822
5234369307.0,893cf52b317ffff,24.4486149,89.6728396,Shaheed M. Munsur Ali Medical College & Hospital,,"Shaheed M. Munsur Ali Medical College & Hospital, Sirajganj District, Rajshahi Division, Bangladesh","শহীদ এম। মনসুর আলী মেডিকেল কলেজ ও হাসপাতাল, সিরাজগঞ্জ জেলা, রাজশাহী বিভাগ, বাংলাদেশ",,বাংলাদেশ,রাজশাহী বিভাগ,admin2,boundaries,['hospital'],[],Bangladesh,Rajshahi,Sirajganj,SirajganjSadar,Shialkul,e12a4a2e7cd4b17f2d7e0616642c8822
6119750385.0,893cf50dc2fffff,24.4782788,89.447044,,['Bulbul Shoe Store'],"Tarash, Sirajganj District, Rajshahi Division, Bangladesh","সিরাজগঞ্জ জেলা, রাজশাহী বিভাগ, বাংলাদেশ",Tarash,বাংলাদেশ,রাজশাহী বিভাগ,local_admin,boundaries,['shoes'],[],Bangladesh,Rajshahi,Sirajganj,Royganj,Sonakhara,94fde6c96fc50cb2633aec66046bcd00
5213429411.0,893cf5700b3ffff,24.3738376,89.3826759,মহিষলুটি,,"Bucket, Tarash, Sirajganj District, Rajshahi Division, Bangladesh","মহিষলুটি, সিরাজগঞ্জ জেলা, রাজশাহী বিভাগ, বাংলাদেশ",Tarash,বাংলাদেশ,রাজশাহী বিভাগ,street,boundaries,['bus_stop'],[],Bangladesh,Rajshahi,Sirajganj,Tarash,Naogaon,3f944b56a39bebffff5b45f40b61e7df
5213469111.0,893cf572187ffff,24.4304674,89.3720803,তাড়াশ বাজার,,"Tarash Market, Tarash, Sirajganj District, Rajshahi Division, Bangladesh","তাড়াশ বাজার, সিরাজগঞ্জ জেলা, রাজশাহী বিভাগ, বাংলাদেশ",Tarash,বাংলাদেশ,রাজশাহী বিভাগ,local_admin,boundaries,['supermarket'],[],Bangladesh,Rajshahi,Sirajganj,Tarash,Tarash,54ee3eac08c1a0c190d3a382b916ac42
5213479521.0,893cf572187ffff,24.4305639,89.3715616,টেম্পু স্ট্যান্ড তাড়াশ বাজার,,"Tempu Stand Tarash Market, Tarash, Sirajganj District, Rajshahi Division, Bangladesh","টেম্পু স্ট্যান্ড তাড়াশ বাজার, সিরাজগঞ্জ জেলা, রাজশাহী বিভাগ, বাংলাদেশ",Tarash,বাংলাদেশ,রাজশাহী বিভাগ,street,boundaries,['bus_stop'],[],Bangladesh,Rajshahi,Sirajganj,Tarash,Tarash,54ee3eac08c1a0c190d3a382b916ac42
5213482998.0,893cf5721bbffff,24.4301012,89.3759486,তাড়াশ বাস স্ট্যান্ড,,"Tarash bus stand, Tarash, Sirajganj District, Rajshahi Division, Bangladesh","তাড়াশ বাস স্ট্যান্ড, সিরাজগঞ্জ জেলা, রাজশাহী বিভাগ, বাংলাদেশ",Tarash,বাংলাদেশ,রাজশাহী বিভাগ,street,boundaries,['bus_stop'],[],Bangladesh,Rajshahi,Sirajganj,Tarash,Tarash,54ee3eac08c1a0c190d3a382b916ac42
5213536077.0,893cf57252bffff,24.4330082,89.3646328,ওয়াবদা বাঁধ,,"Wabada Dam, Tarash, Sirajganj District, Rajshahi Division, Bangladesh","ওয়াবদা বাঁধ, সিরাজগঞ্জ জেলা, রাজশাহী বিভাগ, বাংলাদেশ",Tarash,বাংলাদেশ,রাজশাহী বিভাগ,street,boundaries,['bus_stop'],[],Bangladesh,Rajshahi,Sirajganj,Tarash,Tarash,54ee3eac08c1a0c190d3a382b916ac42
